"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother"	"Age of Mother Code"	Births
	"Pennsylvania"	"42"	"1998"	"1998"	"40-44 years"	"40-44"	3163
	"Pennsylvania"	"42"	"1998"	"1998"	"45-49 years"	"45-49"	107
	"Pennsylvania"	"42"	"1999"	"1999"	"Under 15 years"	"15"	279
	"Pennsylvania"	"42"	"1999"	"1999"	"15-19 years"	"15-19"	14604
	"Pennsylvania"	"42"	"1999"	"1999"	"20-24 years"	"20-24"	30866
	"Pennsylvania"	"42"	"1999"	"1999"	"25-29 years"	"25-29"	40509
	"Pennsylvania"	"42"	"1999"	"1999"	"30-34 years"	"30-34"	37643
	"Pennsylvania"	"42"	"1999"	"1999"	"35-39 years"	"35-39"	17978
	"Pennsylvania"	"42"	"1999"	"1999"	"40-44 years"	"40-44"	3335
	"Pennsylvania"	"42"	"1999"	"1999"	"45-49 years"	"45-49"	130
	"Pennsylvania"	"42"	"2000"	"2000"	"Under 15 years"	"15"	295
	"Pennsylvania"	"42"	"2000"	"2000"	"15-19 years"	"15-19"	14177
	"Pennsylvania"	"42"	"2000"	"2000"	"20-24 years"	"20-24"	31563
	"Pennsylvania"	"42"	"2000"	"2000"	"25-29 years"	"25-29"	39685
	"Pennsylvania"	"42"	"2000"	"2000"	"30-34 years"	"30-34"	38604
	"Pennsylvania"	"42"	"2000"	"2000"	"35-39 years"	"35-39"	18334
	"Pennsylvania"	"42"	"2000"	"2000"	"40-44 years"	"40-44"	3471
	"Pennsylvania"	"42"	"2000"	"2000"	"45-49 years"	"45-49"	150
	"Pennsylvania"	"42"	"2001"	"2001"	"Under 15 years"	"15"	262
	"Pennsylvania"	"42"	"2001"	"2001"	"15-19 years"	"15-19"	13567
	"Pennsylvania"	"42"	"2001"	"2001"	"20-24 years"	"20-24"	31642
	"Pennsylvania"	"42"	"2001"	"2001"	"25-29 years"	"25-29"	37599
	"Pennsylvania"	"42"	"2001"	"2001"	"30-34 years"	"30-34"	38598
	"Pennsylvania"	"42"	"2001"	"2001"	"35-39 years"	"35-39"	18170
	"Pennsylvania"	"42"	"2001"	"2001"	"40-44 years"	"40-44"	3495
	"Pennsylvania"	"42"	"2001"	"2001"	"45-49 years"	"45-49"	153
	"Pennsylvania"	"42"	"2002"	"2002"	"Under 15 years"	"15"	235
	"Pennsylvania"	"42"	"2002"	"2002"	"15-19 years"	"15-19"	12961
	"Pennsylvania"	"42"	"2002"	"2002"	"20-24 years"	"20-24"	31550
	"Pennsylvania"	"42"	"2002"	"2002"	"25-29 years"	"25-29"	37607
	"Pennsylvania"	"42"	"2002"	"2002"	"30-34 years"	"30-34"	38354
	"Pennsylvania"	"42"	"2002"	"2002"	"35-39 years"	"35-39"	18277
	"Pennsylvania"	"42"	"2002"	"2002"	"40-44 years"	"40-44"	3684
	"Pennsylvania"	"42"	"2002"	"2002"	"45-49 years"	"45-49"	179
	"Rhode Island"	"44"	"1995"	"1995"	"Under 15 years"	"15"	24
	"Rhode Island"	"44"	"1995"	"1995"	"15-19 years"	"15-19"	1267
	"Rhode Island"	"44"	"1995"	"1995"	"20-24 years"	"20-24"	2534
	"Rhode Island"	"44"	"1995"	"1995"	"25-29 years"	"25-29"	3658
	"Rhode Island"	"44"	"1995"	"1995"	"30-34 years"	"30-34"	3555
	"Rhode Island"	"44"	"1995"	"1995"	"35-39 years"	"35-39"	1525
	"Rhode Island"	"44"	"1995"	"1995"	"40-44 years"	"40-44"	208
	"Rhode Island"	"44"	"1996"	"1996"	"Under 15 years"	"15"	31
	"Rhode Island"	"44"	"1996"	"1996"	"15-19 years"	"15-19"	1285
	"Rhode Island"	"44"	"1996"	"1996"	"20-24 years"	"20-24"	2514
	"Rhode Island"	"44"	"1996"	"1996"	"25-29 years"	"25-29"	3522
	"Rhode Island"	"44"	"1996"	"1996"	"30-34 years"	"30-34"	3511
	"Rhode Island"	"44"	"1996"	"1996"	"35-39 years"	"35-39"	1526
	"Rhode Island"	"44"	"1996"	"1996"	"40-44 years"	"40-44"	257
	"Rhode Island"	"44"	"1997"	"1997"	"Under 15 years"	"15"	25
	"Rhode Island"	"44"	"1997"	"1997"	"15-19 years"	"15-19"	1313
	"Rhode Island"	"44"	"1997"	"1997"	"20-24 years"	"20-24"	2458
	"Rhode Island"	"44"	"1997"	"1997"	"25-29 years"	"25-29"	3431
	"Rhode Island"	"44"	"1997"	"1997"	"30-34 years"	"30-34"	3417
	"Rhode Island"	"44"	"1997"	"1997"	"35-39 years"	"35-39"	1556
	"Rhode Island"	"44"	"1997"	"1997"	"40-44 years"	"40-44"	247
	"Rhode Island"	"44"	"1998"	"1998"	"Under 15 years"	"15"	34
	"Rhode Island"	"44"	"1998"	"1998"	"15-19 years"	"15-19"	1293
	"Rhode Island"	"44"	"1998"	"1998"	"20-24 years"	"20-24"	2524
	"Rhode Island"	"44"	"1998"	"1998"	"25-29 years"	"25-29"	3320
	"Rhode Island"	"44"	"1998"	"1998"	"30-34 years"	"30-34"	3455
	"Rhode Island"	"44"	"1998"	"1998"	"35-39 years"	"35-39"	1664
	"Rhode Island"	"44"	"1998"	"1998"	"40-44 years"	"40-44"	293
	"Rhode Island"	"44"	"1998"	"1998"	"45-49 years"	"45-49"	16
	"Rhode Island"	"44"	"1999"	"1999"	"Under 15 years"	"15"	16
	"Rhode Island"	"44"	"1999"	"1999"	"15-19 years"	"15-19"	1222
	"Rhode Island"	"44"	"1999"	"1999"	"20-24 years"	"20-24"	2485
	"Rhode Island"	"44"	"1999"	"1999"	"25-29 years"	"25-29"	3288
	"Rhode Island"	"44"	"1999"	"1999"	"30-34 years"	"30-34"	3403
	"Rhode Island"	"44"	"1999"	"1999"	"35-39 years"	"35-39"	1613
	"Rhode Island"	"44"	"1999"	"1999"	"40-44 years"	"40-44"	327
	"Rhode Island"	"44"	"1999"	"1999"	"45-49 years"	"45-49"	11
	"Rhode Island"	"44"	"2000"	"2000"	"Under 15 years"	"15"	28
	"Rhode Island"	"44"	"2000"	"2000"	"15-19 years"	"15-19"	1250
	"Rhode Island"	"44"	"2000"	"2000"	"20-24 years"	"20-24"	2602
	"Rhode Island"	"44"	"2000"	"2000"	"25-29 years"	"25-29"	3259
	"Rhode Island"	"44"	"2000"	"2000"	"30-34 years"	"30-34"	3358
	"Rhode Island"	"44"	"2000"	"2000"	"35-39 years"	"35-39"	1691
	"Rhode Island"	"44"	"2000"	"2000"	"40-44 years"	"40-44"	304
	"Rhode Island"	"44"	"2000"	"2000"	"45-49 years"	"45-49"	13
	"Rhode Island"	"44"	"2001"	"2001"	"Under 15 years"	"15"	21
	"Rhode Island"	"44"	"2001"	"2001"	"15-19 years"	"15-19"	1236
	"Rhode Island"	"44"	"2001"	"2001"	"20-24 years"	"20-24"	2631
	"Rhode Island"	"44"	"2001"	"2001"	"25-29 years"	"25-29"	3155
	"Rhode Island"	"44"	"2001"	"2001"	"30-34 years"	"30-34"	3546
	"Rhode Island"	"44"	"2001"	"2001"	"35-39 years"	"35-39"	1765
	"Rhode Island"	"44"	"2001"	"2001"	"40-44 years"	"40-44"	339
	"Rhode Island"	"44"	"2001"	"2001"	"45-49 years"	"45-49"	20
	"Rhode Island"	"44"	"2002"	"2002"	"Under 15 years"	"15"	19
	"Rhode Island"	"44"	"2002"	"2002"	"15-19 years"	"15-19"	1197
	"Rhode Island"	"44"	"2002"	"2002"	"20-24 years"	"20-24"	2673
	"Rhode Island"	"44"	"2002"	"2002"	"25-29 years"	"25-29"	3210
	"Rhode Island"	"44"	"2002"	"2002"	"30-34 years"	"30-34"	3531
	"Rhode Island"	"44"	"2002"	"2002"	"35-39 years"	"35-39"	1868
	"Rhode Island"	"44"	"2002"	"2002"	"40-44 years"	"40-44"	381
	"Rhode Island"	"44"	"2002"	"2002"	"45-49 years"	"45-49"	13
	"South Carolina"	"45"	"1995"	"1995"	"Under 15 years"	"15"	283
	"South Carolina"	"45"	"1995"	"1995"	"15-19 years"	"15-19"	8518
	"South Carolina"	"45"	"1995"	"1995"	"20-24 years"	"20-24"	14570
	"South Carolina"	"45"	"1995"	"1995"	"25-29 years"	"25-29"	13271
	"South Carolina"	"45"	"1995"	"1995"	"30-34 years"	"30-34"	9825
	"South Carolina"	"45"	"1995"	"1995"	"35-39 years"	"35-39"	3868
	"South Carolina"	"45"	"1995"	"1995"	"40-44 years"	"40-44"	570
	"South Carolina"	"45"	"1995"	"1995"	"45-49 years"	"45-49"	21
	"South Carolina"	"45"	"1996"	"1996"	"Under 15 years"	"15"	236
	"South Carolina"	"45"	"1996"	"1996"	"15-19 years"	"15-19"	8362
	"South Carolina"	"45"	"1996"	"1996"	"20-24 years"	"20-24"	14044
	"South Carolina"	"45"	"1996"	"1996"	"25-29 years"	"25-29"	13717
	"South Carolina"	"45"	"1996"	"1996"	"30-34 years"	"30-34"	10046
	"South Carolina"	"45"	"1996"	"1996"	"35-39 years"	"35-39"	4029
	"South Carolina"	"45"	"1996"	"1996"	"40-44 years"	"40-44"	662
	"South Carolina"	"45"	"1996"	"1996"	"45-49 years"	"45-49"	21
	"South Carolina"	"45"	"1997"	"1997"	"Under 15 years"	"15"	203
	"South Carolina"	"45"	"1997"	"1997"	"15-19 years"	"15-19"	8341
	"South Carolina"	"45"	"1997"	"1997"	"20-24 years"	"20-24"	14361
	"South Carolina"	"45"	"1997"	"1997"	"25-29 years"	"25-29"	14228
	"South Carolina"	"45"	"1997"	"1997"	"30-34 years"	"30-34"	10040
	"South Carolina"	"45"	"1997"	"1997"	"35-39 years"	"35-39"	4283
	"South Carolina"	"45"	"1997"	"1997"	"40-44 years"	"40-44"	732
	"South Carolina"	"45"	"1997"	"1997"	"45-49 years"	"45-49"	26
	"South Carolina"	"45"	"1998"	"1998"	"Under 15 years"	"15"	231
	"South Carolina"	"45"	"1998"	"1998"	"15-19 years"	"15-19"	8391
	"South Carolina"	"45"	"1998"	"1998"	"20-24 years"	"20-24"	15066
	"South Carolina"	"45"	"1998"	"1998"	"25-29 years"	"25-29"	14646
	"South Carolina"	"45"	"1998"	"1998"	"30-34 years"	"30-34"	10204
	"South Carolina"	"45"	"1998"	"1998"	"35-39 years"	"35-39"	4556
	"South Carolina"	"45"	"1998"	"1998"	"40-44 years"	"40-44"	747
	"South Carolina"	"45"	"1998"	"1998"	"45-49 years"	"45-49"	36
	"South Carolina"	"45"	"1999"	"1999"	"Under 15 years"	"15"	208
	"South Carolina"	"45"	"1999"	"1999"	"15-19 years"	"15-19"	8467
	"South Carolina"	"45"	"1999"	"1999"	"20-24 years"	"20-24"	15549
	"South Carolina"	"45"	"1999"	"1999"	"25-29 years"	"25-29"	15007
	"South Carolina"	"45"	"1999"	"1999"	"30-34 years"	"30-34"	10317
	"South Carolina"	"45"	"1999"	"1999"	"35-39 years"	"35-39"	4662
	"South Carolina"	"45"	"1999"	"1999"	"40-44 years"	"40-44"	716
	"South Carolina"	"45"	"1999"	"1999"	"45-49 years"	"45-49"	22
	"South Carolina"	"45"	"2000"	"2000"	"Under 15 years"	"15"	208
	"South Carolina"	"45"	"2000"	"2000"	"15-19 years"	"15-19"	8382
	"South Carolina"	"45"	"2000"	"2000"	"20-24 years"	"20-24"	16227
	"South Carolina"	"45"	"2000"	"2000"	"25-29 years"	"25-29"	15092
	"South Carolina"	"45"	"2000"	"2000"	"30-34 years"	"30-34"	10588
	"South Carolina"	"45"	"2000"	"2000"	"35-39 years"	"35-39"	4737
	"South Carolina"	"45"	"2000"	"2000"	"40-44 years"	"40-44"	833
	"South Carolina"	"45"	"2000"	"2000"	"45-49 years"	"45-49"	47
	"South Carolina"	"45"	"2001"	"2001"	"Under 15 years"	"15"	182
	"South Carolina"	"45"	"2001"	"2001"	"15-19 years"	"15-19"	7901
	"South Carolina"	"45"	"2001"	"2001"	"20-24 years"	"20-24"	16422
	"South Carolina"	"45"	"2001"	"2001"	"25-29 years"	"25-29"	14480
	"South Carolina"	"45"	"2001"	"2001"	"30-34 years"	"30-34"	11138
	"South Carolina"	"45"	"2001"	"2001"	"35-39 years"	"35-39"	4707
	"South Carolina"	"45"	"2001"	"2001"	"40-44 years"	"40-44"	894
	"South Carolina"	"45"	"2001"	"2001"	"45-49 years"	"45-49"	29
	"South Carolina"	"45"	"2002"	"2002"	"Under 15 years"	"15"	147
	"South Carolina"	"45"	"2002"	"2002"	"15-19 years"	"15-19"	7327
	"South Carolina"	"45"	"2002"	"2002"	"20-24 years"	"20-24"	15923
	"South Carolina"	"45"	"2002"	"2002"	"25-29 years"	"25-29"	14282
	"South Carolina"	"45"	"2002"	"2002"	"30-34 years"	"30-34"	11141
	"South Carolina"	"45"	"2002"	"2002"	"35-39 years"	"35-39"	4717
	"South Carolina"	"45"	"2002"	"2002"	"40-44 years"	"40-44"	998
	"South Carolina"	"45"	"2002"	"2002"	"45-49 years"	"45-49"	35
	"South Dakota"	"46"	"1995"	"1995"	"Under 15 years"	"15"	11
	"South Dakota"	"46"	"1995"	"1995"	"15-19 years"	"15-19"	1179
	"South Dakota"	"46"	"1995"	"1995"	"20-24 years"	"20-24"	2784
	"South Dakota"	"46"	"1995"	"1995"	"25-29 years"	"25-29"	3171
	"South Dakota"	"46"	"1995"	"1995"	"30-34 years"	"30-34"	2320
	"South Dakota"	"46"	"1995"	"1995"	"35-39 years"	"35-39"	849
	"South Dakota"	"46"	"1995"	"1995"	"40-44 years"	"40-44"	154
	"South Dakota"	"46"	"1996"	"1996"	"Under 15 years"	"15"	14
	"South Dakota"	"46"	"1996"	"1996"	"15-19 years"	"15-19"	1189
	"South Dakota"	"46"	"1996"	"1996"	"20-24 years"	"20-24"	2718
	"South Dakota"	"46"	"1996"	"1996"	"25-29 years"	"25-29"	3199
	"South Dakota"	"46"	"1996"	"1996"	"30-34 years"	"30-34"	2270
	"South Dakota"	"46"	"1996"	"1996"	"35-39 years"	"35-39"	929
	"South Dakota"	"46"	"1996"	"1996"	"40-44 years"	"40-44"	153
	"South Dakota"	"46"	"1997"	"1997"	"Under 15 years"	"15"	17
	"South Dakota"	"46"	"1997"	"1997"	"15-19 years"	"15-19"	1224
	"South Dakota"	"46"	"1997"	"1997"	"20-24 years"	"20-24"	2667
	"South Dakota"	"46"	"1997"	"1997"	"25-29 years"	"25-29"	3019
	"South Dakota"	"46"	"1997"	"1997"	"30-34 years"	"30-34"	2151
	"South Dakota"	"46"	"1997"	"1997"	"35-39 years"	"35-39"	935
	"South Dakota"	"46"	"1997"	"1997"	"40-44 years"	"40-44"	154
	"South Dakota"	"46"	"1998"	"1998"	"Under 15 years"	"15"	16
	"South Dakota"	"46"	"1998"	"1998"	"15-19 years"	"15-19"	1214
	"South Dakota"	"46"	"1998"	"1998"	"20-24 years"	"20-24"	2706
	"South Dakota"	"46"	"1998"	"1998"	"25-29 years"	"25-29"	3137
	"South Dakota"	"46"	"1998"	"1998"	"30-34 years"	"30-34"	2133
	"South Dakota"	"46"	"1998"	"1998"	"35-39 years"	"35-39"	922
	"South Dakota"	"46"	"1998"	"1998"	"40-44 years"	"40-44"	154
	"South Dakota"	"46"	"1999"	"1999"	"Under 15 years"	"15"	17
	"South Dakota"	"46"	"1999"	"1999"	"15-19 years"	"15-19"	1175
	"South Dakota"	"46"	"1999"	"1999"	"20-24 years"	"20-24"	2754
	"South Dakota"	"46"	"1999"	"1999"	"25-29 years"	"25-29"	3244
	"South Dakota"	"46"	"1999"	"1999"	"30-34 years"	"30-34"	2182
	"South Dakota"	"46"	"1999"	"1999"	"35-39 years"	"35-39"	978
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	169
	"South Dakota"	"46"	"2000"	"2000"	"Under 15 years"	"15"	19
	"South Dakota"	"46"	"2000"	"2000"	"15-19 years"	"15-19"	1155
	"South Dakota"	"46"	"2000"	"2000"	"20-24 years"	"20-24"	2878
	"South Dakota"	"46"	"2000"	"2000"	"25-29 years"	"25-29"	3032
	"South Dakota"	"46"	"2000"	"2000"	"30-34 years"	"30-34"	2158
	"South Dakota"	"46"	"2000"	"2000"	"35-39 years"	"35-39"	930
	"South Dakota"	"46"	"2000"	"2000"	"40-44 years"	"40-44"	163
	"South Dakota"	"46"	"2000"	"2000"	"45-49 years"	"45-49"	10
	"South Dakota"	"46"	"2001"	"2001"	"Under 15 years"	"15"	15
	"South Dakota"	"46"	"2001"	"2001"	"15-19 years"	"15-19"	1148
	"South Dakota"	"46"	"2001"	"2001"	"20-24 years"	"20-24"	2868
	"South Dakota"	"46"	"2001"	"2001"	"25-29 years"	"25-29"	3077
	"South Dakota"	"46"	"2001"	"2001"	"30-34 years"	"30-34"	2233
	"South Dakota"	"46"	"2001"	"2001"	"35-39 years"	"35-39"	969
	"South Dakota"	"46"	"2001"	"2001"	"40-44 years"	"40-44"	161
	"South Dakota"	"46"	"2001"	"2001"	"45-49 years"	"45-49"	12
	"South Dakota"	"46"	"2002"	"2002"	"Under 15 years"	"15"	10
	"South Dakota"	"46"	"2002"	"2002"	"15-19 years"	"15-19"	1138
	"South Dakota"	"46"	"2002"	"2002"	"20-24 years"	"20-24"	2975
	"South Dakota"	"46"	"2002"	"2002"	"25-29 years"	"25-29"	3219
	"South Dakota"	"46"	"2002"	"2002"	"30-34 years"	"30-34"	2249
	"South Dakota"	"46"	"2002"	"2002"	"35-39 years"	"35-39"	923
	"South Dakota"	"46"	"2002"	"2002"	"40-44 years"	"40-44"	173
	"Tennessee"	"47"	"1995"	"1995"	"Under 15 years"	"15"	274
	"Tennessee"	"47"	"1995"	"1995"	"15-19 years"	"15-19"	12118
	"Tennessee"	"47"	"1995"	"1995"	"20-24 years"	"20-24"	21723
	"Tennessee"	"47"	"1995"	"1995"	"25-29 years"	"25-29"	19178
	"Tennessee"	"47"	"1995"	"1995"	"30-34 years"	"30-34"	13804
	"Tennessee"	"47"	"1995"	"1995"	"35-39 years"	"35-39"	5248
	"Tennessee"	"47"	"1995"	"1995"	"40-44 years"	"40-44"	806
	"Tennessee"	"47"	"1995"	"1995"	"45-49 years"	"45-49"	22
	"Tennessee"	"47"	"1996"	"1996"	"Under 15 years"	"15"	307
	"Tennessee"	"47"	"1996"	"1996"	"15-19 years"	"15-19"	12061
	"Tennessee"	"47"	"1996"	"1996"	"20-24 years"	"20-24"	21297
	"Tennessee"	"47"	"1996"	"1996"	"25-29 years"	"25-29"	19962
	"Tennessee"	"47"	"1996"	"1996"	"30-34 years"	"30-34"	13688
	"Tennessee"	"47"	"1996"	"1996"	"35-39 years"	"35-39"	5437
	"Tennessee"	"47"	"1996"	"1996"	"40-44 years"	"40-44"	972
	"Tennessee"	"47"	"1996"	"1996"	"45-49 years"	"45-49"	30
	"Tennessee"	"47"	"1997"	"1997"	"Under 15 years"	"15"	253
	"Tennessee"	"47"	"1997"	"1997"	"15-19 years"	"15-19"	11889
	"Tennessee"	"47"	"1997"	"1997"	"20-24 years"	"20-24"	21582
	"Tennessee"	"47"	"1997"	"1997"	"25-29 years"	"25-29"	20424
	"Tennessee"	"47"	"1997"	"1997"	"30-34 years"	"30-34"	13764
	"Tennessee"	"47"	"1997"	"1997"	"35-39 years"	"35-39"	5571
	"Tennessee"	"47"	"1997"	"1997"	"40-44 years"	"40-44"	960
	"Tennessee"	"47"	"1997"	"1997"	"45-49 years"	"45-49"	34
	"Tennessee"	"47"	"1998"	"1998"	"Under 15 years"	"15"	247
	"Tennessee"	"47"	"1998"	"1998"	"15-19 years"	"15-19"	12046
	"Tennessee"	"47"	"1998"	"1998"	"20-24 years"	"20-24"	22664
	"Tennessee"	"47"	"1998"	"1998"	"25-29 years"	"25-29"	21334
	"Tennessee"	"47"	"1998"	"1998"	"30-34 years"	"30-34"	14019
	"Tennessee"	"47"	"1998"	"1998"	"35-39 years"	"35-39"	6026
	"Tennessee"	"47"	"1998"	"1998"	"40-44 years"	"40-44"	1020
	"Tennessee"	"47"	"1998"	"1998"	"45-49 years"	"45-49"	40
	"Tennessee"	"47"	"1999"	"1999"	"Under 15 years"	"15"	247
	"Tennessee"	"47"	"1999"	"1999"	"15-19 years"	"15-19"	11723
	"Tennessee"	"47"	"1999"	"1999"	"20-24 years"	"20-24"	22910
	"Tennessee"	"47"	"1999"	"1999"	"25-29 years"	"25-29"	21426
	"Tennessee"	"47"	"1999"	"1999"	"30-34 years"	"30-34"	14133
	"Tennessee"	"47"	"1999"	"1999"	"35-39 years"	"35-39"	6257
	"Tennessee"	"47"	"1999"	"1999"	"40-44 years"	"40-44"	1054
	"Tennessee"	"47"	"1999"	"1999"	"45-49 years"	"45-49"	52
	"Tennessee"	"47"	"2000"	"2000"	"Under 15 years"	"15"	226
	"Tennessee"	"47"	"2000"	"2000"	"15-19 years"	"15-19"	11458
	"Tennessee"	"47"	"2000"	"2000"	"20-24 years"	"20-24"	23763
	"Tennessee"	"47"	"2000"	"2000"	"25-29 years"	"25-29"	21593
	"Tennessee"	"47"	"2000"	"2000"	"30-34 years"	"30-34"	14994
	"Tennessee"	"47"	"2000"	"2000"	"35-39 years"	"35-39"	6425
	"Tennessee"	"47"	"2000"	"2000"	"40-44 years"	"40-44"	1095
	"Tennessee"	"47"	"2000"	"2000"	"45-49 years"	"45-49"	56
	"Tennessee"	"47"	"2001"	"2001"	"Under 15 years"	"15"	215
	"Tennessee"	"47"	"2001"	"2001"	"15-19 years"	"15-19"	10838
	"Tennessee"	"47"	"2001"	"2001"	"20-24 years"	"20-24"	23980
	"Tennessee"	"47"	"2001"	"2001"	"25-29 years"	"25-29"	20945
	"Tennessee"	"47"	"2001"	"2001"	"30-34 years"	"30-34"	15087
	"Tennessee"	"47"	"2001"	"2001"	"35-39 years"	"35-39"	6056
	"Tennessee"	"47"	"2001"	"2001"	"40-44 years"	"40-44"	1165
	"Tennessee"	"47"	"2001"	"2001"	"45-49 years"	"45-49"	53
	"Tennessee"	"47"	"2002"	"2002"	"Under 15 years"	"15"	183
	"Tennessee"	"47"	"2002"	"2002"	"15-19 years"	"15-19"	10300
	"Tennessee"	"47"	"2002"	"2002"	"20-24 years"	"20-24"	23849
	"Tennessee"	"47"	"2002"	"2002"	"25-29 years"	"25-29"	20345
	"Tennessee"	"47"	"2002"	"2002"	"30-34 years"	"30-34"	15394
	"Tennessee"	"47"	"2002"	"2002"	"35-39 years"	"35-39"	6172
	"Tennessee"	"47"	"2002"	"2002"	"40-44 years"	"40-44"	1170
	"Tennessee"	"47"	"2002"	"2002"	"45-49 years"	"45-49"	67
	"Texas"	"48"	"1995"	"1995"	"Under 15 years"	"15"	1372
	"Texas"	"48"	"1995"	"1995"	"15-19 years"	"15-19"	52135
	"Texas"	"48"	"1995"	"1995"	"20-24 years"	"20-24"	92205
	"Texas"	"48"	"1995"	"1995"	"25-29 years"	"25-29"	84181
	"Texas"	"48"	"1995"	"1995"	"30-34 years"	"30-34"	63043
	"Texas"	"48"	"1995"	"1995"	"35-39 years"	"35-39"	25491
	"Texas"	"48"	"1995"	"1995"	"40-44 years"	"40-44"	4196
	"Texas"	"48"	"1995"	"1995"	"45-49 years"	"45-49"	130
	"Texas"	"48"	"1996"	"1996"	"Under 15 years"	"15"	1337
	"Texas"	"48"	"1996"	"1996"	"15-19 years"	"15-19"	52273
	"Texas"	"48"	"1996"	"1996"	"20-24 years"	"20-24"	93176
	"Texas"	"48"	"1996"	"1996"	"25-29 years"	"25-29"	88223
	"Texas"	"48"	"1996"	"1996"	"30-34 years"	"30-34"	63647
	"Texas"	"48"	"1996"	"1996"	"35-39 years"	"35-39"	27003
	"Texas"	"48"	"1996"	"1996"	"40-44 years"	"40-44"	4559
	"Texas"	"48"	"1996"	"1996"	"45-49 years"	"45-49"	188
	"Texas"	"48"	"1997"	"1997"	"Under 15 years"	"15"	1193
	"Texas"	"48"	"1997"	"1997"	"15-19 years"	"15-19"	52728
	"Texas"	"48"	"1997"	"1997"	"20-24 years"	"20-24"	93289
	"Texas"	"48"	"1997"	"1997"	"25-29 years"	"25-29"	90368
	"Texas"	"48"	"1997"	"1997"	"30-34 years"	"30-34"	63235
	"Texas"	"48"	"1997"	"1997"	"35-39 years"	"35-39"	27984
	"Texas"	"48"	"1997"	"1997"	"40-44 years"	"40-44"	4987
	"Texas"	"48"	"1997"	"1997"	"45-49 years"	"45-49"	186
	"Texas"	"48"	"1998"	"1998"	"Under 15 years"	"15"	1155
	"Texas"	"48"	"1998"	"1998"	"15-19 years"	"15-19"	54004
	"Texas"	"48"	"1998"	"1998"	"20-24 years"	"20-24"	95947
	"Texas"	"48"	"1998"	"1998"	"25-29 years"	"25-29"	92441
	"Texas"	"48"	"1998"	"1998"	"30-34 years"	"30-34"	64170
	"Texas"	"48"	"1998"	"1998"	"35-39 years"	"35-39"	29028
	"Texas"	"48"	"1998"	"1998"	"40-44 years"	"40-44"	5319
	"Texas"	"48"	"1998"	"1998"	"45-49 years"	"45-49"	207
	"Texas"	"48"	"1998"	"1998"	"50 years and over"	"50+"	12
	"Texas"	"48"	"1999"	"1999"	"Under 15 years"	"15"	1165
	"Texas"	"48"	"1999"	"1999"	"15-19 years"	"15-19"	54367
	"Texas"	"48"	"1999"	"1999"	"20-24 years"	"20-24"	98232
	"Texas"	"48"	"1999"	"1999"	"25-29 years"	"25-29"	94702
	"Texas"	"48"	"1999"	"1999"	"30-34 years"	"30-34"	65618
	"Texas"	"48"	"1999"	"1999"	"35-39 years"	"35-39"	29468
	"Texas"	"48"	"1999"	"1999"	"40-44 years"	"40-44"	5454
	"Texas"	"48"	"1999"	"1999"	"45-49 years"	"45-49"	233
	"Texas"	"48"	"2000"	"2000"	"Under 15 years"	"15"	1122
	"Texas"	"48"	"2000"	"2000"	"15-19 years"	"15-19"	54315
	"Texas"	"48"	"2000"	"2000"	"20-24 years"	"20-24"	102341
	"Texas"	"48"	"2000"	"2000"	"25-29 years"	"25-29"	97419
	"Texas"	"48"	"2000"	"2000"	"30-34 years"	"30-34"	70479
	"Texas"	"48"	"2000"	"2000"	"35-39 years"	"35-39"	31641
	"Texas"	"48"	"2000"	"2000"	"40-44 years"	"40-44"	5866
	"Texas"	"48"	"2000"	"2000"	"45-49 years"	"45-49"	221
	"Texas"	"48"	"2000"	"2000"	"50 years and over"	"50+"	10
	"Texas"	"48"	"2001"	"2001"	"Under 15 years"	"15"	1074
	"Texas"	"48"	"2001"	"2001"	"15-19 years"	"15-19"	52782
	"Texas"	"48"	"2001"	"2001"	"20-24 years"	"20-24"	103958
	"Texas"	"48"	"2001"	"2001"	"25-29 years"	"25-29"	96567
	"Texas"	"48"	"2001"	"2001"	"30-34 years"	"30-34"	73019
	"Texas"	"48"	"2001"	"2001"	"35-39 years"	"35-39"	31411
	"Texas"	"48"	"2001"	"2001"	"40-44 years"	"40-44"	6283
	"Texas"	"48"	"2001"	"2001"	"45-49 years"	"45-49"	301
	"Texas"	"48"	"2001"	"2001"	"50 years and over"	"50+"	15
	"Texas"	"48"	"2002"	"2002"	"Under 15 years"	"15"	1008
	"Texas"	"48"	"2002"	"2002"	"15-19 years"	"15-19"	52142
	"Texas"	"48"	"2002"	"2002"	"20-24 years"	"20-24"	106998
	"Texas"	"48"	"2002"	"2002"	"25-29 years"	"25-29"	98139
	"Texas"	"48"	"2002"	"2002"	"30-34 years"	"30-34"	75066
	"Texas"	"48"	"2002"	"2002"	"35-39 years"	"35-39"	32248
	"Texas"	"48"	"2002"	"2002"	"40-44 years"	"40-44"	6504
	"Texas"	"48"	"2002"	"2002"	"45-49 years"	"45-49"	334
	"Texas"	"48"	"2002"	"2002"	"50 years and over"	"50+"	11
	"Utah"	"49"	"1995"	"1995"	"Under 15 years"	"15"	57
	"Utah"	"49"	"1995"	"1995"	"15-19 years"	"15-19"	4222
	"Utah"	"49"	"1995"	"1995"	"20-24 years"	"20-24"	12356
	"Utah"	"49"	"1995"	"1995"	"25-29 years"	"25-29"	11893
